Timestamp,Score,Nama,Email,1. Status Bpk/Ibu/Saudara/i:,2. Berapa lama Bpk/Ibu/Saudara/i bergabung atau mengenal STT Wastukancana?,3. Apakah Bpk/Ibu/Saudara/i pernah membaca visi dan misi STT Wastukancana?,4.  Media sumber Bpk/Ibu/Saudara/i mendapatkan informasi tentang visi dan misi STT Wastukancana? (Jawaban boleh lebih dari satu),3. Apakah Bpk/Ibu/Saudara/i mengetahui Visi dan Misi STT Wastukancana?,5. Saya memahami Visi dan Misi STT Wastukancana.,6. Saya memahami bahwa Visi dan Misi STT Wastukancana harus dilaksanakan.,7. Saya memahami fungsi Visi dan Misi STT Wastukancana sebagai arahan dalam kegiatan akademik.,8. Saya memahami dengan baik bahwa setiap program harus dilaksanakan harus berdasarkan Visi dan Misi STT Wastukancana.,9. Saya memahami Visi dan Misi STT Wastukancana sudah realistik.,10. Visi dan Misi STT Wastukancana telah tercermin pada: (jawaban boleh lebih dari satu),,5. Apakah Bpk/Ibu/Saudara/i mengetahui Visi dan Misi STT Wastukancana?
7/24/2024 17:48:13,0,,,Mahasiswa,1 - 5 Tahun,,"Situs STT Wastukancana, Media sosial",Ya,3,3,3,3,3,"Proses Pembelajaran, Penelitian Mahasiswa",,
7/24/2024 17:48:32,0,,,Mahasiswa,-1 Tahun,,Situs STT Wastukancana,Ya,3,3,3,3,3,"Kurikulum, Proses Pembelajaran, Penelitian Dosen, Penelitian Mahasiswa, Kompetensi Dosen, Kompetensi Lulusan",,
7/24/2024 17:48:58,0,,,Mahasiswa,-1 Tahun,,Situs STT Wastukancana,Ya,5,5,5,5,5,"Kurikulum, Proses Pembelajaran",,
7/24/2024 17:51:24,0,,,Mahasiswa,-1 Tahun,,,Tidak,,,,,,,,
7/24/2024 17:52:00,0,,,Mahasiswa,-1 Tahun,,"Situs STT Wastukancana, Standing Banner, Media sosial",Ya,1,3,3,3,3,"Kompetensi Dosen, Kompetensi Lulusan",,
7/24/2024 17:52:44,0,,,Mahasiswa,1 - 5 Tahun,,"Situs STT Wastukancana, Standing Banner, Media sosial",Ya,3,3,3,3,3,Kurikulum,,
7/24/2024 17:52:59,0,,,Mahasiswa,-1 Tahun,,,Tidak,,,,,,,,
7/24/2024 17:53:13,0,,,Mahasiswa,1 - 5 Tahun,,Media sosial,Ya,3,3,3,3,4,Kurikulum,,
7/24/2024 17:53:38,0,,,Mahasiswa,1 - 5 Tahun,,"Situs STT Wastukancana, Media sosial",Ya,4,3,4,4,3,"Kurikulum, Proses Pembelajaran",,
7/24/2024 17:56:19,0,,,Mahasiswa,-1 Tahun,,"Situs STT Wastukancana, Media sosial",Ya,4,4,4,5,4,"Kurikulum, Proses Pembelajaran, Penelitian Dosen, Penelitian Mahasiswa, Kompetensi Dosen",,
7/24/2024 18:00:05,0,,,Mahasiswa,-1 Tahun,,Situs STT Wastukancana,Ya,4,5,5,5,5,"Kurikulum, Proses Pembelajaran, Penelitian Dosen, Penelitian Mahasiswa, Kompetensi Dosen, Kompetensi Lulusan",,
7/24/2024 18:00:18,0,,,Mahasiswa,1 - 5 Tahun,,Media sosial,Ya,3,3,3,3,3,Kurikulum,,
7/24/2024 18:00:48,0,,,Mahasiswa,1 - 5 Tahun,,"Situs STT Wastukancana, Media sosial",Ya,4,4,4,4,4,"Kurikulum, Proses Pembelajaran",,
7/24/2024 18:00:50,0,,,Mahasiswa,6 - 10 Tahun,,,Tidak,,,,,,,,
7/24/2024 18:01:02,0,,,Mahasiswa,-1 Tahun,,"Situs STT Wastukancana, Standing Banner",Ya,4,4,4,4,4,"Kurikulum, Proses Pembelajaran",,
7/24/2024 18:01:28,0,,,Mahasiswa,1 - 5 Tahun,,Media sosial,Ya,5,5,5,5,3,Kurikulum,,
7/24/2024 18:01:41,0,,,Mahasiswa,1 - 5 Tahun,,Situs STT Wastukancana,Ya,3,5,4,4,4,"Proses Pembelajaran, Kompetensi Lulusan",,
7/24/2024 18:03:38,0,,,Mahasiswa,1 - 5 Tahun,,Situs STT Wastukancana,Ya,4,5,5,5,5,"Proses Pembelajaran, Penelitian Mahasiswa, Kompetensi Dosen",,
7/24/2024 18:04:13,0,,,Mahasiswa,1 - 5 Tahun,,Media sosial,Ya,3,3,3,3,3,Proses Pembelajaran,,
7/24/2024 18:05:21,0,,,Mahasiswa,1 - 5 Tahun,,Situs STT Wastukancana,Ya,4,4,4,4,4,Kompetensi Lulusan,,
7/24/2024 18:07:31,0,,,Mahasiswa,-1 Tahun,,"Situs STT Wastukancana, Media sosial, teman",Ya,4,5,5,5,4,Kompetensi Lulusan,,
7/24/2024 18:07:57,0,,,Mahasiswa,-1 Tahun,,Media sosial,Ya,4,4,4,4,4,Kurikulum,,
7/24/2024 18:13:03,0,,,Mahasiswa,1 - 5 Tahun,,Orang Tua,Ya,5,5,5,5,5,"Kurikulum, Proses Pembelajaran, Penelitian Dosen, Penelitian Mahasiswa",,
7/24/2024 18:15:58,0,,,Mahasiswa,1 - 5 Tahun,,,Tidak,,,,,,,,
7/24/2024 18:18:10,0,,,Mahasiswa,-1 Tahun,,,Tidak,,,,,,,,
7/24/2024 18:18:26,0,,,Mahasiswa,1 - 5 Tahun,,Standing Banner,Ya,3,3,3,2,2,"Proses Pembelajaran, Kompetensi Lulusan",,
7/24/2024 18:19:25,0,,,Mahasiswa,-1 Tahun,,Situs STT Wastukancana,Ya,3,3,3,3,3,"Kurikulum, Proses Pembelajaran, Penelitian Mahasiswa, Kompetensi Dosen",,
7/24/2024 18:19:39,0,,,Mahasiswa,1 - 5 Tahun,,Situs STT Wastukancana,Ya,5,5,5,5,4,"Kompetensi Dosen, Kompetensi Lulusan",,
7/24/2024 18:21:21,0,,,Mahasiswa,1 - 5 Tahun,,"Situs STT Wastukancana, Media sosial",Ya,4,4,4,4,4,"Kurikulum, Proses Pembelajaran, Penelitian Dosen, Penelitian Mahasiswa, Kompetensi Dosen, Kompetensi Lulusan",,
7/24/2024 18:21:32,0,,,Mahasiswa,-1 Tahun,,"Situs STT Wastukancana, Buku Kurikulum dan Pedoman Akademik",Ya,3,3,3,3,3,"Kurikulum, Proses Pembelajaran",,
7/24/2024 18:26:52,0,,,Mahasiswa,1 - 5 Tahun,,Situs STT Wastukancana,Ya,4,4,4,4,4,"Kurikulum, Proses Pembelajaran, Penelitian Mahasiswa, Kompetensi Dosen, Kompetensi Lulusan",,
7/24/2024 18:30:58,0,,,Mahasiswa,-1 Tahun,,Situs STT Wastukancana,Ya,3,4,4,4,4,"Kurikulum, Penelitian Dosen",,
7/24/2024 18:33:30,0,,,Mahasiswa,-1 Tahun,,"Situs STT Wastukancana, Buku Kurikulum dan Pedoman Akademik, Pemberitahuan atau penjelasan Pimpinan",Ya,3,4,4,4,4,"Kurikulum, Proses Pembelajaran, Kompetensi Lulusan",,
7/24/2024 18:37:51,0,,,Mahasiswa,1 - 5 Tahun,,"Situs STT Wastukancana, Media sosial",Ya,5,5,5,5,5,"Kurikulum, Proses Pembelajaran",,
7/24/2024 18:38:31,0,,,Mahasiswa,-1 Tahun,,"Situs STT Wastukancana, Media sosial",Ya,5,5,5,5,5,"Kurikulum, Proses Pembelajaran",,
7/24/2024 18:38:44,0,,,Mahasiswa,-1 Tahun,,"Situs STT Wastukancana, Media sosial",Ya,3,4,4,4,4,"Proses Pembelajaran, Kompetensi Dosen, Kompetensi Lulusan",,
7/24/2024 18:41:45,0,,,Mahasiswa,1 - 5 Tahun,,"Situs STT Wastukancana, Buku Kurikulum dan Pedoman Akademik",Ya,4,4,4,4,4,Proses Pembelajaran,,
7/24/2024 18:42:06,0,,,Mahasiswa,1 - 5 Tahun,,Situs STT Wastukancana,Ya,1,1,1,5,5,"Proses Pembelajaran, Penelitian Mahasiswa, Kompetensi Dosen",,
7/24/2024 18:49:20,0,,,Mahasiswa,1 - 5 Tahun,,Media sosial,Ya,5,5,4,4,3,Penelitian Mahasiswa,,
7/24/2024 18:50:24,0,,,Mahasiswa,1 - 5 Tahun,,Situs STT Wastukancana,Ya,3,4,3,3,3,"Kurikulum, Penelitian Mahasiswa, Kompetensi Lulusan",,
7/24/2024 18:54:38,0,,,Mahasiswa,-1 Tahun,,"Situs STT Wastukancana, Media sosial",Ya,5,5,5,5,5,Kompetensi Dosen,,
7/24/2024 18:55:55,0,,,Mahasiswa,1 - 5 Tahun,,Situs STT Wastukancana,Ya,5,5,5,5,5,Proses Pembelajaran,,
7/24/2024 18:56:20,0,,,Mahasiswa,-1 Tahun,,Situs STT Wastukancana,Ya,3,4,4,5,4,Proses Pembelajaran,,
7/24/2024 18:57:41,0,,,Mahasiswa,6 - 10 Tahun,,Standing Banner,Ya,4,5,4,5,5,"Kurikulum, Proses Pembelajaran, Kompetensi Dosen",,
7/24/2024 18:58:27,0,,,Mahasiswa,1 - 5 Tahun,,Situs STT Wastukancana,Ya,3,4,4,4,4,"Kurikulum, Kompetensi Lulusan",,
7/24/2024 19:02:03,0,,,Tenaga Kependidikan,-1 Tahun,,Situs STT Wastukancana,Ya,4,4,4,4,4,Kurikulum,,
7/24/2024 19:04:20,0,,,Mahasiswa,1 - 5 Tahun,,"Situs STT Wastukancana, Buku Kurikulum dan Pedoman Akademik",Ya,5,5,5,5,5,"Proses Pembelajaran, Penelitian Mahasiswa",,
7/24/2024 19:07:10,0,,,Mahasiswa,-1 Tahun,,Media sosial,Ya,3,4,4,4,3,Kurikulum,,
7/24/2024 19:07:41,0,,,Mahasiswa,1 - 5 Tahun,,"Situs STT Wastukancana, Buku Kurikulum dan Pedoman Akademik, Pemberitahuan atau penjelasan Pimpinan, Standing Banner, Media sosial",Ya,4,4,4,4,4,"Kurikulum, Proses Pembelajaran, Penelitian Dosen, Penelitian Mahasiswa, Kompetensi Dosen, Kompetensi Lulusan",,
7/24/2024 19:16:54,0,,,Mahasiswa,1 - 5 Tahun,,"Situs STT Wastukancana, Media sosial",Ya,4,4,4,3,4,Proses Pembelajaran,,
7/24/2024 19:17:17,0,,,Mahasiswa,6 - 10 Tahun,,"Situs STT Wastukancana, Buku Kurikulum dan Pedoman Akademik, Pemberitahuan atau penjelasan Pimpinan, Media sosial",Ya,5,5,5,5,5,"Kurikulum, Proses Pembelajaran",,
7/24/2024 19:18:04,0,,,Mahasiswa,-1 Tahun,,"Situs STT Wastukancana, Pemberitahuan atau penjelasan Pimpinan, Standing Banner, Media sosial",Ya,3,3,3,3,4,"Kurikulum, Proses Pembelajaran, Penelitian Mahasiswa, Kompetensi Dosen",,
7/24/2024 19:19:46,0,,,Mahasiswa,1 - 5 Tahun,,Situs STT Wastukancana,Ya,4,5,5,5,5,"Proses Pembelajaran, Penelitian Dosen, Penelitian Mahasiswa, Kompetensi Lulusan",,
7/24/2024 19:25:07,0,,,Mahasiswa,1 - 5 Tahun,,"Situs STT Wastukancana, Buku Kurikulum dan Pedoman Akademik, Pemberitahuan atau penjelasan Pimpinan, Standing Banner, Media sosial",Ya,5,5,5,5,5,"Kurikulum, Proses Pembelajaran, Penelitian Dosen, Penelitian Mahasiswa, Kompetensi Dosen, Kompetensi Lulusan",,
7/24/2024 19:25:33,0,,,Mahasiswa,1 - 5 Tahun,,Situs STT Wastukancana,Ya,3,5,5,5,5,"Kurikulum, Proses Pembelajaran, Penelitian Dosen, Penelitian Mahasiswa, Kompetensi Dosen, Kompetensi Lulusan",,
7/24/2024 19:25:36,0,,,Mahasiswa,1 - 5 Tahun,,"Situs STT Wastukancana, Media sosial",Ya,5,5,5,5,5,"Kurikulum, Proses Pembelajaran, Penelitian Dosen, Penelitian Mahasiswa, Kompetensi Dosen, Kompetensi Lulusan",,
7/24/2024 19:26:48,0,,,Mahasiswa,-1 Tahun,,"Situs STT Wastukancana, Pemberitahuan atau penjelasan Pimpinan",Ya,4,4,4,4,4,"Proses Pembelajaran, Kompetensi Dosen",,
7/24/2024 19:29:21,0,,,Mahasiswa,1 - 5 Tahun,,"Situs STT Wastukancana, Pemberitahuan atau penjelasan Pimpinan",Ya,4,5,4,5,4,"Kurikulum, Proses Pembelajaran",,
7/24/2024 19:30:08,0,,,Mahasiswa,-1 Tahun,,Situs STT Wastukancana,Ya,5,5,5,5,5,Penelitian Mahasiswa,,
7/24/2024 19:31:40,0,,,Mahasiswa,1 - 5 Tahun,,Media sosial,Ya,2,3,3,3,3,Penelitian Mahasiswa,,
7/24/2024 19:48:04,0,,,Mahasiswa,1 - 5 Tahun,,Pemberitahuan atau penjelasan Pimpinan,Ya,5,5,5,5,5,"Kurikulum, Proses Pembelajaran, Penelitian Dosen, Penelitian Mahasiswa, Kompetensi Dosen, Kompetensi Lulusan",,
7/24/2024 19:52:24,0,,,Mahasiswa,1 - 5 Tahun,,"Situs STT Wastukancana, Buku Kurikulum dan Pedoman Akademik, Pemberitahuan atau penjelasan Pimpinan",Ya,5,5,5,5,4,"Proses Pembelajaran, Penelitian Dosen, Penelitian Mahasiswa, Kompetensi Dosen, Kompetensi Lulusan",,
7/24/2024 19:54:29,0,,,Mahasiswa,1 - 5 Tahun,,Media sosial,Ya,3,3,3,3,3,"Kurikulum, Proses Pembelajaran, Kompetensi Dosen",,
7/24/2024 19:59:30,0,,,Mahasiswa,1 - 5 Tahun,,Situs STT Wastukancana,Ya,4,4,4,4,4,"Kurikulum, Proses Pembelajaran, Penelitian Dosen",,
7/24/2024 20:00:43,0,,,Mahasiswa,-1 Tahun,,Situs STT Wastukancana,Ya,4,4,4,4,4,Proses Pembelajaran,,
7/24/2024 20:00:54,0,,,Alumni,1 - 5 Tahun,,,Tidak,,,,,,,,
7/24/2024 20:01:40,0,,,Mahasiswa,-1 Tahun,,"Standing Banner, Media sosial",Ya,3,5,4,5,3,Kurikulum,,
7/24/2024 20:04:09,0,,,Mahasiswa,1 - 5 Tahun,,Situs STT Wastukancana,Ya,1,1,1,1,1,Penelitian Dosen,,
7/24/2024 20:04:53,0,,,Mahasiswa,1 - 5 Tahun,,"Situs STT Wastukancana, Media sosial",Ya,3,3,3,4,3,"Kurikulum, Proses Pembelajaran, Kompetensi Lulusan",,
7/24/2024 20:18:28,0,,,Mahasiswa,1 - 5 Tahun,,Situs STT Wastukancana,Ya,4,4,4,4,4,Kompetensi Lulusan,,
7/24/2024 20:19:22,0,,,Pengguna lulusan/Industri,-1 Tahun,,,Tidak,,,,,,,,
7/24/2024 20:20:11,0,,,Tenaga Kependidikan,-1 Tahun,,"Situs STT Wastukancana, Buku Kurikulum dan Pedoman Akademik, Pemberitahuan atau penjelasan Pimpinan, Standing Banner, Media sosial",Ya,5,5,5,5,5,"Kurikulum, Proses Pembelajaran, Penelitian Dosen, Penelitian Mahasiswa, Kompetensi Dosen, Kompetensi Lulusan",,
7/24/2024 20:24:49,0,,,Mahasiswa,-1 Tahun,,"Situs STT Wastukancana, Media sosial",Ya,4,4,4,4,4,"Kurikulum, Proses Pembelajaran, Penelitian Dosen, Penelitian Mahasiswa, Kompetensi Dosen, Kompetensi Lulusan",,
7/24/2024 20:31:09,0,,,Mahasiswa,1 - 5 Tahun,,Situs STT Wastukancana,Ya,5,5,5,5,4,"Kurikulum, Proses Pembelajaran, Kompetensi Dosen, Kompetensi Lulusan",,
7/24/2024 20:33:06,0,,,Mahasiswa,1 - 5 Tahun,,Situs STT Wastukancana,Ya,5,5,5,5,5,"Kurikulum, Proses Pembelajaran, Penelitian Dosen, Penelitian Mahasiswa, Kompetensi Dosen, Kompetensi Lulusan",,
7/24/2024 20:34:16,0,,,Mahasiswa,1 - 5 Tahun,,Situs STT Wastukancana,Ya,4,4,4,4,4,"Kurikulum, Proses Pembelajaran, Penelitian Dosen, Penelitian Mahasiswa, Kompetensi Dosen, Kompetensi Lulusan",,
7/24/2024 20:34:38,0,,,Mahasiswa,1 - 5 Tahun,,Situs STT Wastukancana,Ya,2,4,3,3,4,Proses Pembelajaran,,
7/24/2024 20:36:54,0,,,Mahasiswa,1 - 5 Tahun,,Situs STT Wastukancana,Ya,4,4,4,4,4,"Kurikulum, Proses Pembelajaran, Kompetensi Dosen",,
7/24/2024 20:39:09,0,,,Mahasiswa,1 - 5 Tahun,,Situs STT Wastukancana,Ya,4,5,5,5,5,"Kurikulum, Proses Pembelajaran, Penelitian Mahasiswa",,
7/24/2024 20:39:31,0,,,Mahasiswa,1 - 5 Tahun,,Situs STT Wastukancana,Ya,4,4,4,4,4,Kurikulum,,
7/24/2024 20:43:05,0,,,Mahasiswa,1 - 5 Tahun,,"Situs STT Wastukancana, Buku Kurikulum dan Pedoman Akademik",Ya,4,5,5,4,3,Proses Pembelajaran,,
7/24/2024 20:43:22,0,,,Mahasiswa,1 - 5 Tahun,,"Situs STT Wastukancana, Standing Banner, Media sosial",Ya,4,4,4,4,4,"Kurikulum, Proses Pembelajaran",,
7/24/2024 20:44:21,0,,,Mahasiswa,-1 Tahun,,"Situs STT Wastukancana, Pemberitahuan atau penjelasan Pimpinan, Media sosial",Ya,4,4,4,4,4,"Kurikulum, Proses Pembelajaran, Kompetensi Dosen",,
7/24/2024 20:49:43,0,,,Mahasiswa,1 - 5 Tahun,,,Tidak,,,,,,,,
7/24/2024 20:52:42,0,,,Mahasiswa,1 - 5 Tahun,,Situs STT Wastukancana,Ya,5,5,5,5,5,Kurikulum,,
7/24/2024 20:52:51,0,,,Mahasiswa,1 - 5 Tahun,,,Tidak,,,,,,,,
7/24/2024 21:04:43,0,,,Mahasiswa,-1 Tahun,,,Tidak,,,,,,,,
7/24/2024 21:13:40,0,,,Mahasiswa,1 - 5 Tahun,,Situs STT Wastukancana,Ya,4,4,5,5,4,"Proses Pembelajaran, Kompetensi Lulusan",,
7/24/2024 21:14:36,0,,,Mahasiswa,-1 Tahun,,"Situs STT Wastukancana, Pemberitahuan atau penjelasan Pimpinan, Standing Banner, Media sosial",Ya,4,4,4,4,4,Proses Pembelajaran,,
7/24/2024 21:19:49,0,,,Mahasiswa,1 - 5 Tahun,,Situs STT Wastukancana,Ya,5,5,5,5,5,"Kurikulum, Proses Pembelajaran, Penelitian Dosen, Penelitian Mahasiswa, Kompetensi Dosen, Kompetensi Lulusan",,
7/24/2024 21:26:18,0,,,Mahasiswa,1 - 5 Tahun,,"Situs STT Wastukancana, Pemberitahuan atau penjelasan Pimpinan",Ya,3,3,3,3,3,"Kurikulum, Proses Pembelajaran, Penelitian Dosen, Penelitian Mahasiswa, Kompetensi Dosen, Kompetensi Lulusan",,
7/24/2024 21:26:54,0,,,Mahasiswa,1 - 5 Tahun,,"Situs STT Wastukancana, Buku Kurikulum dan Pedoman Akademik, Pemberitahuan atau penjelasan Pimpinan, Standing Banner, Media sosial",Ya,5,4,5,5,5,"Proses Pembelajaran, Penelitian Dosen, Penelitian Mahasiswa",,
7/24/2024 21:30:00,0,,,Mahasiswa,-1 Tahun,,"Situs STT Wastukancana, Media sosial",Ya,4,4,4,4,4,"Kurikulum, Proses Pembelajaran, Penelitian Dosen, Penelitian Mahasiswa, Kompetensi Dosen, Kompetensi Lulusan",,
7/24/2024 21:32:21,0,,,Mahasiswa,1 - 5 Tahun,,Situs STT Wastukancana,Ya,3,4,3,2,3,"Kurikulum, Penelitian Mahasiswa",,
7/24/2024 21:36:09,0,,,Mahasiswa,1 - 5 Tahun,,Pemberitahuan atau penjelasan Pimpinan,Ya,5,5,5,5,5,Kompetensi Lulusan,,
7/24/2024 21:41:13,0,,,Mahasiswa,1 - 5 Tahun,,Standing Banner,Ya,4,4,3,4,3,"Kurikulum, Proses Pembelajaran",,
7/24/2024 21:41:43,0,,,Mahasiswa,1 - 5 Tahun,,"Situs STT Wastukancana, Buku Kurikulum dan Pedoman Akademik, Standing Banner, Media sosial",Ya,3,4,4,4,4,"Kurikulum, Proses Pembelajaran, Penelitian Mahasiswa",,
7/24/2024 21:50:08,0,,,Mahasiswa,1 - 5 Tahun,,Buku Kurikulum dan Pedoman Akademik,Ya,4,5,5,5,4,"Kurikulum, Proses Pembelajaran",,
7/24/2024 21:55:15,0,,,Mahasiswa,1 - 5 Tahun,,"Buku Kurikulum dan Pedoman Akademik, Standing Banner",Ya,5,5,4,5,5,"Kurikulum, Proses Pembelajaran",,
7/24/2024 21:59:46,0,,,Mahasiswa,-1 Tahun,,"Standing Banner, Media sosial",Ya,3,3,3,3,3,Kurikulum,,
7/24/2024 22:21:04,0,,,Mahasiswa,-1 Tahun,,,Tidak,,,,,,,,
7/24/2024 22:21:32,0,,,Mahasiswa,1 - 5 Tahun,,Situs STT Wastukancana,Ya,1,1,1,1,1,Kurikulum,,
7/24/2024 22:24:06,0,,,Mahasiswa,-1 Tahun,,"Buku Kurikulum dan Pedoman Akademik, Pemberitahuan atau penjelasan Pimpinan, Media sosial",Ya,4,4,4,4,4,"Penelitian Dosen, Penelitian Mahasiswa",,
7/24/2024 22:24:21,0,,,Mahasiswa,1 - 5 Tahun,,"Situs STT Wastukancana, Standing Banner",Ya,5,5,5,5,5,"Proses Pembelajaran, Kompetensi Dosen, Kompetensi Lulusan",,
7/24/2024 22:28:10,0,,,Mahasiswa,1 - 5 Tahun,,,Tidak,,,,,,,,
7/24/2024 22:29:19,0,,,Mahasiswa,6 - 10 Tahun,,Situs STT Wastukancana,Ya,5,5,5,4,5,"Kurikulum, Proses Pembelajaran",,
7/24/2024 22:29:25,0,,,Mahasiswa,-1 Tahun,,Standing Banner,Ya,3,3,3,3,3,"Kurikulum, Penelitian Mahasiswa, Kompetensi Lulusan",,
7/24/2024 22:34:36,0,,,Mahasiswa,1 - 5 Tahun,,"Situs STT Wastukancana, Buku Kurikulum dan Pedoman Akademik, Pemberitahuan atau penjelasan Pimpinan, Standing Banner, Media sosial",Ya,4,4,5,4,4,"Kurikulum, Proses Pembelajaran, Penelitian Dosen, Penelitian Mahasiswa, Kompetensi Dosen, Kompetensi Lulusan",,
7/24/2024 22:35:21,0,,,Mahasiswa,1 - 5 Tahun,,Situs STT Wastukancana,Ya,4,4,4,4,4,Proses Pembelajaran,,
7/24/2024 22:37:21,0,,,Mahasiswa,-1 Tahun,,"Situs STT Wastukancana, Buku Kurikulum dan Pedoman Akademik, Pemberitahuan atau penjelasan Pimpinan, Standing Banner",Ya,3,3,3,3,3,"Kurikulum, Proses Pembelajaran, Penelitian Dosen, Penelitian Mahasiswa, Kompetensi Dosen, Kompetensi Lulusan",,
7/24/2024 22:39:39,0,,,Mahasiswa,1 - 5 Tahun,,"Situs STT Wastukancana, Buku Kurikulum dan Pedoman Akademik",Ya,3,4,3,4,3,"Kurikulum, Proses Pembelajaran, Kompetensi Lulusan",,
7/24/2024 22:41:39,0,,,Mahasiswa,-1 Tahun,,Situs STT Wastukancana,Ya,5,5,5,5,5,"Kurikulum, Proses Pembelajaran",,
7/24/2024 22:50:42,0,,,Mahasiswa,1 - 5 Tahun,,"Situs STT Wastukancana, Buku Kurikulum dan Pedoman Akademik, Media sosial",Ya,4,4,4,3,4,"Kurikulum, Proses Pembelajaran, Penelitian Mahasiswa, Kompetensi Dosen",,
7/24/2024 22:51:55,0,,,Mahasiswa,-1 Tahun,,Standing Banner,Ya,3,3,3,2,2,Kurikulum,,
7/24/2024 23:14:21,0,,,Mahasiswa,1 - 5 Tahun,,Standing Banner,Ya,4,4,4,4,4,"Kurikulum, Proses Pembelajaran, Penelitian Dosen, Penelitian Mahasiswa, Kompetensi Lulusan",,
7/24/2024 23:20:52,0,,,Mahasiswa,-1 Tahun,,Situs STT Wastukancana,Ya,4,5,5,4,4,Penelitian Mahasiswa,,
7/24/2024 23:25:37,0,,,Mahasiswa,1 - 5 Tahun,,Situs STT Wastukancana,Ya,3,4,4,5,4,Kompetensi Lulusan,,
7/24/2024 23:26:21,0,,,Mahasiswa,1 - 5 Tahun,,Situs STT Wastukancana,Ya,5,5,5,5,5,"Kurikulum, Proses Pembelajaran, Penelitian Dosen, Penelitian Mahasiswa, Kompetensi Dosen, Kompetensi Lulusan",,
7/24/2024 23:53:17,0,,,Mahasiswa,1 - 5 Tahun,,"Situs STT Wastukancana, Media sosial",Ya,4,4,4,4,4,"Kurikulum, Proses Pembelajaran",,
7/24/2024 23:53:45,0,,,Mahasiswa,1 - 5 Tahun,,Situs STT Wastukancana,Ya,4,4,4,4,4,"Proses Pembelajaran, Penelitian Mahasiswa, Kompetensi Lulusan",,
7/25/2024 0:05:58,0,,,Mahasiswa,1 - 5 Tahun,,,Tidak,,,,,,,,
7/25/2024 0:06:15,0,,,Mahasiswa,-1 Tahun,,"Situs STT Wastukancana, Buku Kurikulum dan Pedoman Akademik",Ya,5,4,5,4,3,"Kurikulum, Proses Pembelajaran, Penelitian Dosen, Kompetensi Dosen, Kompetensi Lulusan",,
7/25/2024 0:08:55,0,,,Mahasiswa,1 - 5 Tahun,,"Situs STT Wastukancana, Standing Banner",Ya,3,3,3,3,3,"Kurikulum, Proses Pembelajaran, Penelitian Mahasiswa",,
7/25/2024 0:15:28,0,,,Mahasiswa,1 - 5 Tahun,,Buku Kurikulum dan Pedoman Akademik,Ya,5,5,5,5,5,"Proses Pembelajaran, Penelitian Mahasiswa, Kompetensi Dosen",,
7/25/2024 0:25:59,0,,,Mahasiswa,1 - 5 Tahun,,,Tidak,,,,,,,,
7/25/2024 1:08:17,0,,,Mahasiswa,1 - 5 Tahun,,"Situs STT Wastukancana, Media sosial",Ya,1,1,1,1,1,"Kurikulum, Proses Pembelajaran, Penelitian Dosen, Penelitian Mahasiswa, Kompetensi Dosen, Kompetensi Lulusan",,
7/25/2024 1:28:15,0,,,Mahasiswa,1 - 5 Tahun,,"Situs STT Wastukancana, Media sosial",Ya,2,1,1,2,2,Proses Pembelajaran,,
7/25/2024 1:40:36,0,,,Mahasiswa,-1 Tahun,,"Situs STT Wastukancana, Buku Kurikulum dan Pedoman Akademik, Pemberitahuan atau penjelasan Pimpinan, Media sosial",Ya,5,5,5,5,5,"Kurikulum, Proses Pembelajaran, Penelitian Dosen, Penelitian Mahasiswa, Kompetensi Dosen, Kompetensi Lulusan",,
7/25/2024 2:23:09,0,,,Mahasiswa,1 - 5 Tahun,,Situs STT Wastukancana,Ya,3,3,3,3,3,Proses Pembelajaran,,
7/25/2024 3:18:58,0,,,Mahasiswa,1 - 5 Tahun,,"Situs STT Wastukancana, Pemberitahuan atau penjelasan Pimpinan",Ya,5,4,5,5,4,"Kurikulum, Proses Pembelajaran",,
7/25/2024 3:44:38,0,,,Mahasiswa,-1 Tahun,,"Situs STT Wastukancana, Pemberitahuan atau penjelasan Pimpinan",Ya,3,5,5,5,5,"Kurikulum, Proses Pembelajaran, Kompetensi Dosen, Kompetensi Lulusan",,
7/25/2024 4:36:46,0,,,Mahasiswa,1 - 5 Tahun,,Situs STT Wastukancana,Ya,3,3,3,4,3,"Kurikulum, Proses Pembelajaran, Kompetensi Lulusan",,
7/25/2024 4:45:36,0,,,Mahasiswa,1 - 5 Tahun,,"Situs STT Wastukancana, Buku Kurikulum dan Pedoman Akademik, Media sosial",Ya,3,5,3,4,3,"Kurikulum, Penelitian Dosen",,
7/25/2024 5:35:14,0,,,Mahasiswa,1 - 5 Tahun,,"Situs STT Wastukancana, Buku Kurikulum dan Pedoman Akademik, Pemberitahuan atau penjelasan Pimpinan, Standing Banner, Media sosial",Ya,5,5,5,5,5,Penelitian Dosen,,
7/25/2024 5:41:03,0,,,Mahasiswa,1 - 5 Tahun,,Buku Kurikulum dan Pedoman Akademik,Ya,4,5,4,4,3,Kurikulum,,
7/25/2024 6:01:58,0,,,Mahasiswa,1 - 5 Tahun,,Situs STT Wastukancana,Ya,4,4,4,4,4,"Kurikulum, Penelitian Mahasiswa",,
7/25/2024 6:09:13,0,,,Mahasiswa,1 - 5 Tahun,,"Buku Kurikulum dan Pedoman Akademik, Pemberitahuan atau penjelasan Pimpinan",Ya,4,4,4,4,4,"Kurikulum, Proses Pembelajaran, Penelitian Dosen, Penelitian Mahasiswa",,
